Year,Survey Site / Sport Rollup Area,Sample,Head,Sampling Type Code,Source,Sport Estimate Type,Harvest,Gear Class,Date (CWT),Stat Week (CWT),Period,Region,Water Type Code,Quadrant,Seine Area,District,Sub-District,A-Stream / Canada Watershed,Species,Clip Status,Length,Length Type Code,Tag Code,Tag Status,Why Status-7 Code,Year Brood,State,Agency,Rearing Code,Location (Facility or Wild Stock),Site,Tag Ratio Type,Tag Ratio,Subsample Factor,Expansion Factor,Contribution,Year Release,Release Stage
2021,JUNEAU,21046141,664420,R,COM CP,,TRAD,DRIFT,9/26/2021,40,,1,S,NE,,115,10,,COHO,GOOD,625,2,45309,OK,,2017,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1.001,,2.95604,2.959,2020,SMOLT
2021,JUNEAU,21046141,664417,R,COM CP,,TRAD,DRIFT,9/26/2021,40,,1,S,NE,,115,10,,COHO,GOOD,640,2,45309,OK,,2017,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1.001,,2.95604,2.959,2020,SMOLT
2021,PETERSBURG,21056362,402609,R,COM CP,,TRAD,PURSE,8/10/2021,33,4,1,S,NE,SA12,112,,,COHO,GOOD,620,2,45309,OK,,2017,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1.001,,10.431,10.44143,2020,SMOLT
2021,SITKA,21037365,410589,R,COM CP,,TRAD,TROLL,7/27/2021,31,4,1,S,NW,,113,41,,COHO,GOOD,565,2,45309,OK,,2017,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1.001,,5.04874,5.05379,2020,SMOLT
2021,JUNEAU,21046106,664261,R,COM CP,,TRAD,TROLL,8/19/2021,34,5,1,S,NW,,,,,COHO,GOOD,580,2,45309,OK,,2017,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1.001,,6.95025,6.9572,2020,SMOLT
2021,SITKA,21037956,416853,R,COM CP,,TRAD,TROLL,9/15/2021,38,5,1,S,NW,,114,25,,COHO,GOOD,605,2,45309,OK,,2017,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1.001,,6.95025,6.9572,2020,SMOLT
2021,SITKA,21037956,416839,R,COM CP,,TRAD,TROLL,9/15/2021,38,5,1,S,NW,,114,25,,COHO,GOOD,655,2,45309,OK,,2017,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1.001,,6.95025,6.9572,2020,SMOLT
2021,SITKA,21037959,418359,R,COM CP,,TRAD,TROLL,9/17/2021,38,5,1,S,NW,,114,25,,COHO,GOOD,570,2,45309,OK,,2017,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1.001,,6.95025,6.9572,2020,SMOLT
2021,JUNEAU,21041867,639473,R,SPORT,POSTSEASON,,,8/29/2021,36,3,1,S,NE,,111,50,,COHO,GOOD,620,2,45309,OK,,2017,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1.001,,19.31887,19.33819,2020,SMOLT
2021,JUNEAU,21041875,783137,R,SPORT,POSTSEASON,,,9/1/2021,36,3,1,S,NE,,111,50,,COHO,GOOD,610,2,45309,OK,,2017,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1.001,,19.31887,19.33819,2020,SMOLT
2022,JUNEAU,22046130,730029,R,COM CP,,TRAD,DRIFT,9/11/2022,38,,1,S,NE,,111,32,,COHO,GOOD,585,2,43299,OK,,2018,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1,,2.93311,2.93311,2021,SMOLT
2022,JUNEAU,22046130,730027,R,COM CP,,TRAD,DRIFT,9/11/2022,38,,1,S,NE,,111,32,,COHO,GOOD,595,2,43299,OK,,2018,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1,,2.93311,2.93311,2021,SMOLT
2022,JUNEAU,22046130,730025,R,COM CP,,TRAD,DRIFT,9/11/2022,38,,1,S,NE,,111,32,,COHO,QUESTIONABLE,590,2,43299,OK,,2018,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1,,2.93311,2.93311,2021,SMOLT
2022,JUNEAU,22046142,730047,R,COM CP,,TRAD,DRIFT,9/18/2022,39,,1,S,NE,,115,10,,COHO,GOOD,500,2,43299,OK,,2018,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1,,4.92152,4.92152,2021,SMOLT
2022,JUNEAU,22046143,730055,R,COM CP,,TRAD,DRIFT,9/18/2022,39,,1,S,NE,,115,10,,COHO,GOOD,640,2,43299,OK,,2018,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1,,4.92152,4.92152,2021,SMOLT
2022,SITKA,22037629,440593,R,COM CP,,TRAD,TROLL,8/4/2022,32,4,1,S,NW,,154,,,COHO,GOOD,510,2,43299,OK,,2018,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1,,4.26104,4.26104,2021,SMOLT
2022,ELFIN COVE,22026014,429458,R,COM CP,,TRAD,TROLL,8/15/2022,34,5,1,S,NW,,114,21,,COHO,GOOD,535,2,43299,OK,,2018,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1,,6.41714,6.41714,2021,SMOLT
2022,ELFIN COVE,22026014,429459,R,COM CP,,TRAD,TROLL,8/15/2022,34,5,1,S,NW,,114,21,,COHO,GOOD,600,2,43299,OK,,2018,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1,,6.41714,6.41714,2021,SMOLT
2022,ELFIN COVE,22026019,429465,R,COM CP,,TRAD,TROLL,8/17/2022,34,5,1,S,NW,,114,21,,COHO,GOOD,535,2,43299,OK,,2018,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1,,6.41714,6.41714,2021,SMOLT
2022,JUNEAU,22042121,639494,R,SPORT,INSEASON,,,8/21/2022,35,,1,S,NE,,112,15,,COHO,GOOD,590,2,43299,OK,,2018,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1,,3.02236,3.02236,2021,SMOLT
2022,JUNEAU,22045019,670112,S,SPORT,,,,9/14/2022,38,,1,S,NE,,111,50,,COHO,UNKNOWN,,,43299,OK,,2018,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1,,,,2021,SMOLT
2022,JUNEAU,22046120,730017,R,COM CP,,TRAD,DRIFT,8/30/2022,36,,1,S,NE,,115,10,,COHO,GOOD,370,2,44893,OK,,2019,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1,,1.94712,1.94712,2022,SMOLT
2023,JUNEAU,23046066,429804,R,COM CP,,TRAD,DRIFT,8/20/2023,34,,1,S,NE,,115,,,COHO,GOOD,530,2,44893,OK,,2019,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1,,,,2022,SMOLT
2023,JUNEAU,23046066,429805,R,COM CP,,TRAD,DRIFT,8/20/2023,34,,1,S,NE,,115,,,COHO,GOOD,635,2,44893,OK,,2019,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1,,,,2022,SMOLT
2023,JUNEAU,23046078,430194,R,COM CP,,TRAD,DRIFT,8/27/2023,35,,1,S,NE,,111,,,COHO,GOOD,555,2,44893,OK,,2019,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1,,4.4773,4.4773,2022,SMOLT
2023,JUNEAU,23046085,730391,R,COM CP,,TRAD,DRIFT,9/10/2023,37,,1,S,NE,,111,32,,COHO,GOOD,570,2,44893,OK,,2019,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1,,1.96446,1.96446,2022,SMOLT
2023,JUNEAU,23046086,429823,R,COM CP,,TRAD,DRIFT,9/10/2023,37,,1,S,NE,,115,13,,COHO,GOOD,530,2,44893,OK,,2019,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1,,,,2022,SMOLT
2023,JUNEAU,23046086,429821,R,COM CP,,TRAD,DRIFT,9/10/2023,37,,1,S,NE,,115,13,,COHO,GOOD,585,2,44893,OK,,2019,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1,,,,2022,SMOLT
2023,JUNEAU,23046086,429822,R,COM CP,,TRAD,DRIFT,9/10/2023,37,,1,S,NE,,115,13,,COHO,GOOD,610,2,44893,OK,,2019,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1,,,,2022,SMOLT
2023,JUNEAU,23046086,429825,R,COM CP,,TRAD,DRIFT,9/10/2023,37,,1,S,NE,,115,13,,COHO,GOOD,645,2,44893,OK,,2019,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1,,,,2022,SMOLT
2023,PETERSBURG,23056373,436377,R,COM CP,,TRAD,PURSE,8/17/2023,33,4,1,S,NW,SA14,114,27,,COHO,QUESTIONABLE,600,2,44893,OK,,2019,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1,,2.24036,2.24036,2022,SMOLT
2023,SITKA,23037347,571896,R,COM CP,,TRAD,TROLL,9/6/2023,36,5,1,S,NW,,113,41,,COHO,GOOD,525,2,44893,OK,,2019,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1,,8.93758,8.93758,2022,SMOLT
2023,JUNEAU,23042339,783261,R,SPORT,INSEASON,,,8/20/2023,34,,1,S,NE,,111,50,,COHO,GOOD,545,2,44893,OK,,2019,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1,,3.49573,3.49573,2022,SMOLT
2023,ELFIN COVE,23021397,566847,R,SPORT,INSEASON,,,8/25/2023,34,,1,S,NW,,113,91,,COHO,GOOD,610,2,44893,OK,,2019,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1,,3.49037,3.49037,2022,SMOLT
2023,JUNEAU,23042342,656051,R,SPORT,INSEASON,,,8/26/2023,34,,1,S,NE,,111,40,,COHO,GOOD,590,2,44893,OK,,2019,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1,,3.49573,3.49573,2022,SMOLT
2023,JUNEAU,23042411,677359,R,SPORT,INSEASON,,,9/10/2023,37,,1,S,NE,,111,50,,COHO,GOOD,410,2,44893,OK,,2019,AK,NMFS,W,(W) AUKE CR,AUKE CR 111-50,SINGLE INDEX,1,,5.99216,5.99216,2022,SMOLT
