Weir Name,Year,Obs Date,Obs Day (mm/dd),Weir Count Type,Species,Maturity,Count
Hugh Smith,1993,1993-09-28,09/28,Counted live,Coho,Adult,44
Hugh Smith,1993,1993-09-29,09/29,Counted live,Coho,Adult,45
Hugh Smith,1993,1993-09-30,09/30,Counted live,Coho,Adult,59
Hugh Smith,1993,1993-10-01,10/01,Counted live,Coho,Adult,42
Hugh Smith,1993,1993-10-02,10/02,Counted live,Coho,Adult,15
Hugh Smith,1993,1993-10-03,10/03,Counted live,Coho,Adult,16
Hugh Smith,1993,1993-10-04,10/04,Counted live,Coho,Adult,27
Hugh Smith,1993,1993-10-05,10/05,Counted live,Coho,Adult,31
Hugh Smith,1993,1993-10-06,10/06,Counted live,Coho,Adult,33
Hugh Smith,1993,1993-10-07,10/07,Counted live,Coho,Adult,8
Hugh Smith,1993,1993-10-08,10/08,Counted live,Coho,Adult,5
Hugh Smith,1993,1993-10-09,10/09,Counted live,Coho,Adult,5
Hugh Smith,1993,1993-10-10,10/10,Counted live,Coho,Adult,3
Hugh Smith,1993,1993-10-11,10/11,Counted live,Coho,Adult,9
Hugh Smith,1993,1993-10-12,10/12,Counted live,Coho,Adult,9
Hugh Smith,1993,1993-10-13,10/13,Counted live,Coho,Adult,6
Hugh Smith,1993,1993-10-14,10/14,Counted live,Coho,Adult,3
Hugh Smith,1993,1993-10-15,10/15,Counted live,Coho,Adult,1
Hugh Smith,1993,1993-10-18,10/18,Counted live,Coho,Adult,8
Hugh Smith,1993,1993-10-19,10/19,Counted live,Coho,Adult,2
Hugh Smith,1993,1993-10-20,10/20,Counted live,Coho,Adult,1
Hugh Smith,1993,1993-10-22,10/22,Counted live,Coho,Adult,21
Hugh Smith,1993,1993-10-23,10/23,Counted live,Coho,Adult,10
Hugh Smith,1993,1993-10-24,10/24,Counted live,Coho,Adult,11
Hugh Smith,1993,1993-10-25,10/25,Counted live,Coho,Adult,8
Hugh Smith,1993,1993-10-26,10/26,Counted live,Coho,Adult,13
Hugh Smith,1993,1993-10-27,10/27,Counted live,Coho,Adult,7
Hugh Smith,1993,1993-10-28,10/28,Counted live,Coho,Adult,5
Hugh Smith,1993,1993-10-29,10/29,Counted live,Coho,Adult,5
Hugh Smith,1993,1993-10-30,10/30,Counted live,Coho,Adult,5
Hugh Smith,1993,1993-10-31,10/31,Counted live,Coho,Adult,5
Hugh Smith,1993,1993-11-01,11/01,Counted live,Coho,Adult,4
Hugh Smith,1993,1993-11-03,11/03,Counted live,Coho,Adult,48
Hugh Smith,1994,1994-08-02,08/02,Counted live,Coho,Adult,2
Hugh Smith,1994,1994-08-06,08/06,Counted live,Coho,Adult,4
Hugh Smith,1994,1994-08-07,08/07,Counted live,Coho,Adult,1
Hugh Smith,1994,1994-08-08,08/08,Counted live,Coho,Adult,1
Hugh Smith,1994,1994-08-11,08/11,Counted live,Coho,Adult,1
Hugh Smith,1994,1994-08-12,08/12,Counted live,Coho,Adult,1
Hugh Smith,1994,1994-08-13,08/13,Counted live,Coho,Adult,1
Hugh Smith,1994,1994-08-14,08/14,Counted live,Coho,Adult,1
Hugh Smith,1994,1994-08-15,08/15,Counted live,Coho,Adult,2
Hugh Smith,1994,1994-08-17,08/17,Counted live,Coho,Adult,1
Hugh Smith,1994,1994-08-20,08/20,Counted live,Coho,Adult,4
Hugh Smith,1994,1994-08-21,08/21,Counted live,Coho,Adult,2
Hugh Smith,1994,1994-08-22,08/22,Counted live,Coho,Adult,11
Hugh Smith,1994,1994-08-23,08/23,Counted live,Coho,Adult,15
Hugh Smith,1994,1994-08-24,08/24,Counted live,Coho,Adult,10
Hugh Smith,1994,1994-08-25,08/25,Counted live,Coho,Adult,3
Hugh Smith,1994,1994-08-26,08/26,Counted live,Coho,Adult,28
Hugh Smith,1994,1994-08-27,08/27,Counted live,Coho,Adult,18
Hugh Smith,1994,1994-08-28,08/28,Counted live,Coho,Adult,15
Hugh Smith,1994,1994-08-29,08/29,Counted live,Coho,Adult,25
Hugh Smith,1994,1994-08-30,08/30,Counted live,Coho,Adult,16
Hugh Smith,1994,1994-08-31,08/31,Counted live,Coho,Adult,30
Hugh Smith,1994,1994-09-01,09/01,Counted live,Coho,Adult,11
Hugh Smith,1994,1994-09-02,09/02,Counted live,Coho,Adult,21
Hugh Smith,1994,1994-09-03,09/03,Counted live,Coho,Adult,19
Hugh Smith,1994,1994-09-04,09/04,Counted live,Coho,Adult,14
Hugh Smith,1994,1994-09-05,09/05,Counted live,Coho,Adult,13
Hugh Smith,1994,1994-09-06,09/06,Counted live,Coho,Adult,20
Hugh Smith,1994,1994-09-07,09/07,Counted live,Coho,Adult,25
Hugh Smith,1994,1994-09-08,09/08,Counted live,Coho,Adult,20
Hugh Smith,1994,1994-09-09,09/09,Counted live,Coho,Adult,4
Hugh Smith,1994,1994-09-10,09/10,Counted live,Coho,Adult,58
Hugh Smith,1994,1994-09-11,09/11,Counted live,Coho,Adult,70
Hugh Smith,1994,1994-09-12,09/12,Counted live,Coho,Adult,37
Hugh Smith,1994,1994-09-13,09/13,Counted live,Coho,Adult,2
Hugh Smith,1994,1994-09-16,09/16,Counted live,Coho,Adult,23
Hugh Smith,1994,1994-09-17,09/17,Counted live,Coho,Adult,24
Hugh Smith,1994,1994-09-18,09/18,Counted live,Coho,Adult,19
Hugh Smith,1994,1994-09-19,09/19,Counted live,Coho,Adult,36
Hugh Smith,1994,1994-09-20,09/20,Counted live,Coho,Adult,94
Hugh Smith,1994,1994-09-21,09/21,Counted live,Coho,Adult,107
Hugh Smith,1994,1994-09-22,09/22,Counted live,Coho,Adult,113
Hugh Smith,1994,1994-09-23,09/23,Counted live,Coho,Adult,25
Hugh Smith,1994,1994-09-24,09/24,Counted live,Coho,Adult,33
Hugh Smith,1994,1994-09-25,09/25,Counted live,Coho,Adult,43
Hugh Smith,1994,1994-09-26,09/26,Counted live,Coho,Adult,37
Hugh Smith,1994,1994-09-27,09/27,Counted live,Coho,Adult,49
Hugh Smith,1994,1994-09-28,09/28,Counted live,Coho,Adult,16
Hugh Smith,1994,1994-09-29,09/29,Counted live,Coho,Adult,26
Hugh Smith,1994,1994-09-30,09/30,Counted live,Coho,Adult,16
Hugh Smith,1994,1994-10-01,10/01,Counted live,Coho,Adult,32
Hugh Smith,1994,1994-10-02,10/02,Counted live,Coho,Adult,21
Hugh Smith,1994,1994-10-03,10/03,Counted live,Coho,Adult,23
Hugh Smith,1994,1994-10-04,10/04,Counted live,Coho,Adult,9
Hugh Smith,1994,1994-10-05,10/05,Counted live,Coho,Adult,9
Hugh Smith,1994,1994-10-06,10/06,Counted live,Coho,Adult,7
Hugh Smith,1994,1994-10-07,10/07,Counted live,Coho,Adult,7
Hugh Smith,1994,1994-10-08,10/08,Counted live,Coho,Adult,8
Hugh Smith,1994,1994-10-09,10/09,Counted live,Coho,Adult,7
Hugh Smith,1994,1994-10-10,10/10,Counted live,Coho,Adult,6
Hugh Smith,1994,1994-10-11,10/11,Counted live,Coho,Adult,6
Hugh Smith,1994,1994-10-12,10/12,Counted live,Coho,Adult,21
Hugh Smith,1994,1994-10-13,10/13,Counted live,Coho,Adult,11
Hugh Smith,1994,1994-10-14,10/14,Counted live,Coho,Adult,15
Hugh Smith,1994,1994-10-15,10/15,Counted live,Coho,Adult,3
Hugh Smith,1994,1994-10-16,10/16,Counted live,Coho,Adult,129
Hugh Smith,1994,1994-10-17,10/17,Counted live,Coho,Adult,21
Hugh Smith,1994,1994-10-18,10/18,Counted live,Coho,Adult,13
Hugh Smith,1994,1994-10-19,10/19,Counted live,Coho,Adult,6
Hugh Smith,1994,1994-10-20,10/20,Counted live,Coho,Adult,23
Hugh Smith,1994,1994-10-21,10/21,Counted live,Coho,Adult,33
Hugh Smith,1994,1994-10-22,10/22,Counted live,Coho,Adult,27
Hugh Smith,1994,1994-10-23,10/23,Counted live,Coho,Adult,49
Hugh Smith,1994,1994-10-24,10/24,Counted live,Coho,Adult,11
Hugh Smith,1994,1994-10-25,10/25,Counted live,Coho,Adult,10
Hugh Smith,1994,1994-10-26,10/26,Counted live,Coho,Adult,19
Hugh Smith,1994,1994-10-27,10/27,Counted live,Coho,Adult,20
Hugh Smith,1994,1994-10-28,10/28,Counted live,Coho,Adult,3
Hugh Smith,1994,1994-10-29,10/29,Counted live,Coho,Adult,6
Hugh Smith,1994,1994-10-30,10/30,Counted live,Coho,Adult,17
Hugh Smith,1994,1994-10-31,10/31,Counted live,Coho,Adult,4
Hugh Smith,1994,1994-11-01,11/01,Counted live,Coho,Adult,7
Hugh Smith,1995,1995-08-06,08/06,Counted live,Coho,Adult,2
Hugh Smith,1995,1995-08-07,08/07,Counted live,Coho,Adult,4
Hugh Smith,1995,1995-08-08,08/08,Counted live,Coho,Adult,2
Hugh Smith,1995,1995-08-09,08/09,Counted live,Coho,Adult,4
Hugh Smith,1995,1995-08-10,08/10,Counted live,Coho,Adult,1
Hugh Smith,1995,1995-08-11,08/11,Counted live,Coho,Adult,1
Hugh Smith,1995,1995-08-13,08/13,Counted live,Coho,Adult,2
Hugh Smith,1995,1995-08-14,08/14,Counted live,Coho,Adult,5
Hugh Smith,1995,1995-08-15,08/15,Counted live,Coho,Adult,4
Hugh Smith,1995,1995-08-16,08/16,Counted live,Coho,Adult,3
Hugh Smith,1995,1995-08-17,08/17,Counted live,Coho,Adult,3
Hugh Smith,1995,1995-08-18,08/18,Counted live,Coho,Adult,3
Hugh Smith,1995,1995-08-19,08/19,Counted live,Coho,Adult,2
Hugh Smith,1995,1995-08-20,08/20,Counted live,Coho,Adult,11
Hugh Smith,1995,1995-08-21,08/21,Counted live,Coho,Adult,2
Hugh Smith,1995,1995-08-22,08/22,Counted live,Coho,Adult,9
Hugh Smith,1995,1995-08-23,08/23,Counted live,Coho,Adult,10
Hugh Smith,1995,1995-08-24,08/24,Counted live,Coho,Adult,7
Hugh Smith,1995,1995-08-25,08/25,Counted live,Coho,Adult,14
Hugh Smith,1995,1995-08-26,08/26,Counted live,Coho,Adult,10
Hugh Smith,1995,1995-08-27,08/27,Counted live,Coho,Adult,8
Hugh Smith,1995,1995-08-28,08/28,Counted live,Coho,Adult,17
Hugh Smith,1995,1995-08-29,08/29,Counted live,Coho,Adult,11
Hugh Smith,1995,1995-08-30,08/30,Counted live,Coho,Adult,10
Hugh Smith,1995,1995-08-31,08/31,Counted live,Coho,Adult,13
Hugh Smith,1995,1995-09-01,09/01,Counted live,Coho,Adult,8
Hugh Smith,1995,1995-09-02,09/02,Counted live,Coho,Adult,7
Hugh Smith,1995,1995-09-03,09/03,Counted live,Coho,Adult,4
Hugh Smith,1995,1995-09-04,09/04,Counted live,Coho,Adult,4
Hugh Smith,1995,1995-09-05,09/05,Counted live,Coho,Adult,10
Hugh Smith,1995,1995-09-06,09/06,Counted live,Coho,Adult,13
Hugh Smith,1995,1995-09-07,09/07,Counted live,Coho,Adult,6
Hugh Smith,1995,1995-09-08,09/08,Counted live,Coho,Adult,9
Hugh Smith,1995,1995-09-09,09/09,Counted live,Coho,Adult,12
Hugh Smith,1995,1995-09-10,09/10,Counted live,Coho,Adult,29
Hugh Smith,1995,1995-09-13,09/13,Counted live,Coho,Adult,20
Hugh Smith,1995,1995-09-14,09/14,Counted live,Coho,Adult,26
Hugh Smith,1995,1995-09-15,09/15,Counted live,Coho,Adult,71
Hugh Smith,1995,1995-09-16,09/16,Counted live,Coho,Adult,250
Hugh Smith,1995,1995-09-17,09/17,Counted live,Coho,Adult,86
Hugh Smith,1995,1995-09-18,09/18,Counted live,Coho,Adult,86
Hugh Smith,1995,1995-09-19,09/19,Counted live,Coho,Adult,74
Hugh Smith,1995,1995-09-20,09/20,Counted live,Coho,Adult,30
Hugh Smith,1995,1995-09-21,09/21,Counted live,Coho,Adult,26
Hugh Smith,1995,1995-09-22,09/22,Counted live,Coho,Adult,12
Hugh Smith,1995,1995-09-23,09/23,Counted live,Coho,Adult,7
Hugh Smith,1995,1995-09-24,09/24,Counted live,Coho,Adult,11
Hugh Smith,1995,1995-09-25,09/25,Counted live,Coho,Adult,9
Hugh Smith,1995,1995-09-26,09/26,Counted live,Coho,Adult,12
Hugh Smith,1995,1995-09-27,09/27,Counted live,Coho,Adult,5
Hugh Smith,1995,1995-09-28,09/28,Counted live,Coho,Adult,1
Hugh Smith,1995,1995-09-29,09/29,Counted live,Coho,Adult,19
Hugh Smith,1995,1995-09-30,09/30,Counted live,Coho,Adult,10
Hugh Smith,1995,1995-10-01,10/01,Counted live,Coho,Adult,34
Hugh Smith,1995,1995-10-02,10/02,Counted live,Coho,Adult,40
Hugh Smith,1995,1995-10-03,10/03,Counted live,Coho,Adult,38
Hugh Smith,1995,1995-10-04,10/04,Counted live,Coho,Adult,45
Hugh Smith,1995,1995-10-05,10/05,Counted live,Coho,Adult,70
Hugh Smith,1995,1995-10-06,10/06,Counted live,Coho,Adult,59
Hugh Smith,1995,1995-10-07,10/07,Counted live,Coho,Adult,35
Hugh Smith,1995,1995-10-15,10/15,Counted live,Coho,Adult,101
Hugh Smith,1995,1995-10-16,10/16,Counted live,Coho,Adult,41
Hugh Smith,1995,1995-10-17,10/17,Counted live,Coho,Adult,23
Hugh Smith,1995,1995-10-18,10/18,Counted live,Coho,Adult,18
Hugh Smith,1995,1995-10-19,10/19,Counted live,Coho,Adult,6
Hugh Smith,1995,1995-10-20,10/20,Counted live,Coho,Adult,11
Hugh Smith,1995,1995-10-21,10/21,Counted live,Coho,Adult,9
Hugh Smith,1995,1995-10-22,10/22,Counted live,Coho,Adult,6
Hugh Smith,1995,1995-10-23,10/23,Counted live,Coho,Adult,3
Hugh Smith,1995,1995-10-24,10/24,Counted live,Coho,Adult,8
Hugh Smith,1995,1995-10-26,10/26,Counted live,Coho,Adult,4
Hugh Smith,1995,1995-10-27,10/27,Counted live,Coho,Adult,1
Hugh Smith,1995,1995-10-28,10/28,Counted live,Coho,Adult,2
Hugh Smith,1995,1995-10-29,10/29,Counted live,Coho,Adult,4
Hugh Smith,1995,1995-10-30,10/30,Counted live,Coho,Adult,8
Hugh Smith,1995,1995-10-31,10/31,Counted live,Coho,Adult,4
Hugh Smith,1995,1995-11-01,11/01,Counted live,Coho,Adult,132
Hugh Smith,1995,1995-11-02,11/02,Counted live,Coho,Adult,33
Hugh Smith,1995,1995-11-03,11/03,Weir closed on this date,Coho,Adult,8
Hugh Smith,1996,1996-07-28,07/28,Counted live,Coho,Adult,1
Hugh Smith,1996,1996-08-04,08/04,Counted live,Coho,Adult,1
Hugh Smith,1996,1996-08-05,08/05,Counted live,Coho,Adult,3
Hugh Smith,1996,1996-08-08,08/08,Counted live,Coho,Adult,4
Hugh Smith,1996,1996-08-10,08/10,Counted live,Coho,Adult,10
Hugh Smith,1996,1996-08-11,08/11,Counted live,Coho,Adult,5
Hugh Smith,1996,1996-08-12,08/12,Counted live,Coho,Adult,9
Hugh Smith,1996,1996-08-13,08/13,Counted live,Coho,Adult,5
Hugh Smith,1996,1996-08-14,08/14,Counted live,Coho,Adult,3
Hugh Smith,1996,1996-08-15,08/15,Counted live,Coho,Adult,5
Hugh Smith,1996,1996-08-16,08/16,Counted live,Coho,Adult,2
Hugh Smith,1996,1996-08-17,08/17,Counted live,Coho,Adult,28
Hugh Smith,1996,1996-08-18,08/18,Counted live,Coho,Adult,10
Hugh Smith,1996,1996-08-19,08/19,Counted live,Coho,Adult,20
Hugh Smith,1996,1996-08-20,08/20,Counted live,Coho,Adult,17
Hugh Smith,1996,1996-08-21,08/21,Counted live,Coho,Adult,11
Hugh Smith,1996,1996-08-22,08/22,Counted live,Coho,Adult,15
Hugh Smith,1996,1996-08-23,08/23,Counted live,Coho,Adult,4
Hugh Smith,1996,1996-08-24,08/24,Counted live,Coho,Adult,5
Hugh Smith,1996,1996-08-25,08/25,Counted live,Coho,Adult,10
Hugh Smith,1996,1996-08-26,08/26,Counted live,Coho,Adult,21
Hugh Smith,1996,1996-08-27,08/27,Counted live,Coho,Adult,15
Hugh Smith,1996,1996-08-28,08/28,Counted live,Coho,Adult,11
Hugh Smith,1996,1996-08-29,08/29,Counted live,Coho,Adult,20
Hugh Smith,1996,1996-08-30,08/30,Counted live,Coho,Adult,23
Hugh Smith,1996,1996-08-31,08/31,Counted live,Coho,Adult,12
Hugh Smith,1996,1996-09-01,09/01,Counted live,Coho,Adult,13
Hugh Smith,1996,1996-09-02,09/02,Counted live,Coho,Adult,6
Hugh Smith,1996,1996-09-03,09/03,Counted live,Coho,Adult,19
Hugh Smith,1996,1996-09-04,09/04,Counted live,Coho,Adult,17
Hugh Smith,1996,1996-09-05,09/05,Counted live,Coho,Adult,8
Hugh Smith,1996,1996-09-06,09/06,Counted live,Coho,Adult,5
Hugh Smith,1996,1996-09-07,09/07,Counted live,Coho,Adult,22
Hugh Smith,1996,1996-09-08,09/08,Counted live,Coho,Adult,9
Hugh Smith,1996,1996-09-09,09/09,Counted live,Coho,Adult,31
Hugh Smith,1996,1996-09-10,09/10,Counted live,Coho,Adult,7
Hugh Smith,1996,1996-09-11,09/11,Counted live,Coho,Adult,16
Hugh Smith,1996,1996-09-12,09/12,Counted live,Coho,Adult,67
Hugh Smith,1996,1996-09-13,09/13,Counted live,Coho,Adult,48
Hugh Smith,1996,1996-09-14,09/14,Counted live,Coho,Adult,22
Hugh Smith,1996,1996-09-15,09/15,Counted live,Coho,Adult,28
Hugh Smith,1996,1996-09-16,09/16,Counted live,Coho,Adult,7
Hugh Smith,1996,1996-09-17,09/17,Counted live,Coho,Adult,11
Hugh Smith,1996,1996-09-18,09/18,Counted live,Coho,Adult,45
Hugh Smith,1996,1996-09-19,09/19,Counted live,Coho,Adult,20
Hugh Smith,1996,1996-09-20,09/20,Counted live,Coho,Adult,19
Hugh Smith,1996,1996-09-21,09/21,Counted live,Coho,Adult,14
Hugh Smith,1996,1996-09-22,09/22,Counted live,Coho,Adult,6
Hugh Smith,1996,1996-09-23,09/23,Counted live,Coho,Adult,34
Hugh Smith,1996,1996-09-24,09/24,Counted live,Coho,Adult,11
Hugh Smith,1996,1996-09-25,09/25,Counted live,Coho,Adult,2
Hugh Smith,1996,1996-09-26,09/26,Counted live,Coho,Adult,9
Hugh Smith,1996,1996-09-27,09/27,Counted live,Coho,Adult,6
Hugh Smith,1996,1996-09-28,09/28,Counted live,Coho,Adult,9
Hugh Smith,1996,1996-09-29,09/29,Counted live,Coho,Adult,10
Hugh Smith,1996,1996-09-30,09/30,Counted live,Coho,Adult,7
Hugh Smith,1996,1996-10-01,10/01,Counted live,Coho,Adult,10
Hugh Smith,1996,1996-10-02,10/02,Counted live,Coho,Adult,13
Hugh Smith,1996,1996-10-03,10/03,Counted live,Coho,Adult,4
Hugh Smith,1996,1996-10-04,10/04,Counted live,Coho,Adult,4
Hugh Smith,1996,1996-10-05,10/05,Counted live,Coho,Adult,3
Hugh Smith,1996,1996-10-06,10/06,Counted live,Coho,Adult,6
Hugh Smith,1996,1996-10-07,10/07,Counted live,Coho,Adult,3
Hugh Smith,1996,1996-10-08,10/08,Counted live,Coho,Adult,2
Hugh Smith,1996,1996-10-09,10/09,Counted live,Coho,Adult,4
Hugh Smith,1996,1996-10-10,10/10,Counted live,Coho,Adult,3
Hugh Smith,1996,1996-10-11,10/11,Counted live,Coho,Adult,6
Hugh Smith,1996,1996-10-12,10/12,Counted live,Coho,Adult,2
Hugh Smith,1996,1996-10-16,10/16,Counted live,Coho,Adult,14
Hugh Smith,1996,1996-10-17,10/17,Counted live,Coho,Adult,9
Hugh Smith,1996,1996-10-18,10/18,Counted live,Coho,Adult,6
Hugh Smith,1996,1996-10-19,10/19,Counted live,Coho,Adult,27
Hugh Smith,1996,1996-10-20,10/20,Counted live,Coho,Adult,7
Hugh Smith,1996,1996-10-26,10/26,Counted live,Coho,Adult,1
Hugh Smith,1996,1996-10-27,10/27,Counted live,Coho,Adult,1
Hugh Smith,1996,1996-10-28,10/28,Counted live,Coho,Adult,1
Hugh Smith,1996,1996-10-30,10/30,Counted live,Coho,Adult,1
Hugh Smith,1996,1996-10-31,10/31,Counted live,Coho,Adult,14
Hugh Smith,1996,1996-11-01,11/01,Counted live,Coho,Adult,10
Hugh Smith,1996,1996-11-03,11/03,Counted live,Coho,Adult,15
Hugh Smith,1997,1997-07-31,07/31,Counted live,Coho,Adult,1
Hugh Smith,1997,1997-08-01,08/01,Counted live,Coho,Adult,1
Hugh Smith,1997,1997-08-03,08/03,Counted live,Coho,Adult,1
Hugh Smith,1997,1997-08-09,08/09,Counted live,Coho,Adult,3
Hugh Smith,1997,1997-08-10,08/10,Counted live,Coho,Adult,1
Hugh Smith,1997,1997-08-16,08/16,Counted live,Coho,Adult,3
Hugh Smith,1997,1997-08-17,08/17,Counted live,Coho,Adult,1
Hugh Smith,1997,1997-08-18,08/18,Counted live,Coho,Adult,1
Hugh Smith,1997,1997-08-20,08/20,Counted live,Coho,Adult,1
Hugh Smith,1997,1997-08-21,08/21,Counted live,Coho,Adult,2
Hugh Smith,1997,1997-08-22,08/22,Counted live,Coho,Adult,2
Hugh Smith,1997,1997-08-23,08/23,Counted live,Coho,Adult,2
Hugh Smith,1997,1997-08-24,08/24,Counted live,Coho,Adult,2
Hugh Smith,1997,1997-08-25,08/25,Counted live,Coho,Adult,3
Hugh Smith,1997,1997-08-26,08/26,Counted live,Coho,Adult,2
Hugh Smith,1997,1997-08-27,08/27,Counted live,Coho,Adult,5
Hugh Smith,1997,1997-08-28,08/28,Counted live,Coho,Adult,11
Hugh Smith,1997,1997-08-29,08/29,Counted live,Coho,Adult,6
Hugh Smith,1997,1997-08-30,08/30,Counted live,Coho,Adult,5
Hugh Smith,1997,1997-08-31,08/31,Counted live,Coho,Adult,5
Hugh Smith,1997,1997-09-01,09/01,Counted live,Coho,Adult,15
Hugh Smith,1997,1997-09-02,09/02,Counted live,Coho,Adult,9
Hugh Smith,1997,1997-09-03,09/03,Counted live,Coho,Adult,10
Hugh Smith,1997,1997-09-04,09/04,Counted live,Coho,Adult,30
Hugh Smith,1997,1997-09-05,09/05,Counted live,Coho,Adult,24
Hugh Smith,1997,1997-09-06,09/06,Counted live,Coho,Adult,5
Hugh Smith,1997,1997-09-07,09/07,Counted live,Coho,Adult,19
Hugh Smith,1997,1997-09-08,09/08,Counted live,Coho,Adult,6
Hugh Smith,1997,1997-09-09,09/09,Counted live,Coho,Adult,16
Hugh Smith,1997,1997-09-10,09/10,Counted live,Coho,Adult,17
Hugh Smith,1997,1997-09-11,09/11,Counted live,Coho,Adult,5
Hugh Smith,1997,1997-09-12,09/12,Counted live,Coho,Adult,9
Hugh Smith,1997,1997-09-13,09/13,Counted live,Coho,Adult,27
Hugh Smith,1997,1997-09-14,09/14,Counted live,Coho,Adult,4
Hugh Smith,1997,1997-09-15,09/15,Counted live,Coho,Adult,8
Hugh Smith,1997,1997-09-16,09/16,Counted live,Coho,Adult,9
Hugh Smith,1997,1997-09-17,09/17,Counted live,Coho,Adult,5
Hugh Smith,1997,1997-09-18,09/18,Counted live,Coho,Adult,5
Hugh Smith,1997,1997-09-19,09/19,Counted live,Coho,Adult,9
Hugh Smith,1997,1997-09-20,09/20,Counted live,Coho,Adult,30
Hugh Smith,1997,1997-09-21,09/21,Counted live,Coho,Adult,1
Hugh Smith,1997,1997-09-22,09/22,Counted live,Coho,Adult,10
Hugh Smith,1997,1997-09-23,09/23,Counted live,Coho,Adult,7
Hugh Smith,1997,1997-09-24,09/24,Counted live,Coho,Adult,30
Hugh Smith,1997,1997-09-25,09/25,Counted live,Coho,Adult,75
Hugh Smith,1997,1997-09-26,09/26,Counted live,Coho,Adult,19
Hugh Smith,1997,1997-09-27,09/27,Counted live,Coho,Adult,28
Hugh Smith,1997,1997-09-28,09/28,Counted live,Coho,Adult,32
Hugh Smith,1997,1997-09-29,09/29,Counted live,Coho,Adult,21
Hugh Smith,1997,1997-09-30,09/30,Counted live,Coho,Adult,18
Hugh Smith,1997,1997-10-01,10/01,Counted live,Coho,Adult,2
Hugh Smith,1997,1997-10-02,10/02,Counted live,Coho,Adult,16
Hugh Smith,1997,1997-10-03,10/03,Counted live,Coho,Adult,25
Hugh Smith,1997,1997-10-05,10/05,Counted live,Coho,Adult,13
Hugh Smith,1997,1997-10-06,10/06,Counted live,Coho,Adult,7
Hugh Smith,1997,1997-10-07,10/07,Counted live,Coho,Adult,10
Hugh Smith,1997,1997-10-08,10/08,Counted live,Coho,Adult,2
Hugh Smith,1997,1997-10-09,10/09,Counted live,Coho,Adult,18
Hugh Smith,1997,1997-10-10,10/10,Counted live,Coho,Adult,11
Hugh Smith,1997,1997-10-11,10/11,Counted live,Coho,Adult,2
Hugh Smith,1997,1997-10-12,10/12,Counted live,Coho,Adult,7
Hugh Smith,1997,1997-10-13,10/13,Counted live,Coho,Adult,2
Hugh Smith,1997,1997-10-15,10/15,Counted live,Coho,Adult,1
Hugh Smith,1997,1997-10-18,10/18,Counted live,Coho,Adult,3
Hugh Smith,1997,1997-10-20,10/20,Counted live,Coho,Adult,7
Hugh Smith,1997,1997-10-21,10/21,Counted live,Coho,Adult,4
Hugh Smith,1997,1997-10-22,10/22,Counted live,Coho,Adult,3
Hugh Smith,1997,1997-10-23,10/23,Counted live,Coho,Adult,5
Hugh Smith,1997,1997-10-24,10/24,Counted live,Coho,Adult,6
Hugh Smith,1997,1997-10-27,10/27,Counted live,Coho,Adult,9
Hugh Smith,1997,1997-10-28,10/28,Counted live,Coho,Adult,7
Hugh Smith,1997,1997-10-30,10/30,Counted live,Coho,Adult,4
Hugh Smith,1997,1997-11-01,11/01,Counted live,Coho,Adult,11
Hugh Smith,1997,1997-11-03,11/03,Counted live,Coho,Adult,4
Hugh Smith,1998,1998-07-22,07/22,Counted live,Coho,Adult,1
Hugh Smith,1998,1998-08-09,08/09,Counted live,Coho,Adult,4
Hugh Smith,1998,1998-08-10,08/10,Counted live,Coho,Adult,1
Hugh Smith,1998,1998-08-11,08/11,Counted live,Coho,Adult,1
Hugh Smith,1998,1998-08-13,08/13,Counted live,Coho,Adult,2
Hugh Smith,1998,1998-08-15,08/15,Counted live,Coho,Adult,4
Hugh Smith,1998,1998-08-16,08/16,Counted live,Coho,Adult,15
Hugh Smith,1998,1998-08-17,08/17,Counted live,Coho,Adult,10
Hugh Smith,1998,1998-08-18,08/18,Counted live,Coho,Adult,1
Hugh Smith,1998,1998-08-19,08/19,Counted live,Coho,Adult,6
Hugh Smith,1998,1998-08-20,08/20,Counted live,Coho,Adult,8
Hugh Smith,1998,1998-08-22,08/22,Counted live,Coho,Adult,2
Hugh Smith,1998,1998-08-23,08/23,Counted live,Coho,Adult,1
Hugh Smith,1998,1998-08-26,08/26,Counted live,Coho,Adult,2
Hugh Smith,1998,1998-08-27,08/27,Counted live,Coho,Adult,7
Hugh Smith,1998,1998-08-28,08/28,Counted live,Coho,Adult,7
Hugh Smith,1998,1998-08-30,08/30,Counted live,Coho,Adult,1
Hugh Smith,1998,1998-08-31,08/31,Counted live,Coho,Adult,29
Hugh Smith,1998,1998-09-01,09/01,Counted live,Coho,Adult,3
Hugh Smith,1998,1998-09-02,09/02,Counted live,Coho,Adult,2
Hugh Smith,1998,1998-09-03,09/03,Counted live,Coho,Adult,5
Hugh Smith,1998,1998-09-04,09/04,Counted live,Coho,Adult,41
Hugh Smith,1998,1998-09-05,09/05,Counted live,Coho,Adult,44
Hugh Smith,1998,1998-09-06,09/06,Counted live,Coho,Adult,36
Hugh Smith,1998,1998-09-07,09/07,Counted live,Coho,Adult,40
Hugh Smith,1998,1998-09-11,09/11,Counted live,Coho,Adult,21
Hugh Smith,1998,1998-09-14,09/14,Counted live,Coho,Adult,33
Hugh Smith,1998,1998-09-16,09/16,Counted live,Coho,Adult,106
Hugh Smith,1998,1998-09-17,09/17,Counted live,Coho,Adult,36
